epoch,year,type,region_id,name,outcome,faction,measure,winner,ceded,tribute,occupied,contested,ruler
1,1025,settlement_abandoned,1,,,,,,,,,,
1,1025,settlement_abandoned,2,,,,,,,,,,
1,1025,settlement_abandoned,3,,,,,,,,,,
1,1025,settlement_abandoned,4,,,,,,,,,,
1,1025,settlement_abandoned,5,,,,,,,,,,
1,1025,settlement_abandoned,8,,,,,,,,,,
1,1025,settlement_abandoned,9,,,,,,,,,,
1,1025,settlement_abandoned,10,,,,,,,,,,
1,1025,settlement_abandoned,11,,,,,,,,,,
1,1025,relic_calamity,1,,,,,,,,,,
2,1050,settlement_founded,9,,,,,,,,,,
2,1050,discovery,9,the Dhozzurtash Find,,,,,,,,,
3,1075,settlement_founded,3,,,,,,,,,,
3,1075,ore_strike,9,,,,,,,,,,
3,1075,war,0,the Dunholt War,,crown|magnate,,,,,,,
3,1075,succession,,Ivere,,crown,,,,,,false,1
3,1075,reform,,,,,grid_charter,,,,,,
4,1100,succession,,Vassandre,,temple,,,,,,false,1
4,1100,treaty,0,the Peace of Dunholt,,crown|magnate,,crown,0,0,,,
4,1100,revolt,1,the Grossvar Rising,crushed,,,,,,,,
5,1125,annexation,7,the Landing at Pallowmere Haven,,,,,,,2,,
5,1125,drought,0,the Drought of 1125,,,,,,,,,
6,1150,refinery_collapse,0,,,,,,,,,,
7,1175,settlement_founded,2,,,,,,,,,,
7,1175,settlement_founded,10,,,,,,,,,,
7,1175,settlement_founded,11,,,,,,,,,,
7,1175,succession,,Ophyre,,temple,,,,,,false,2
7,1175,succession,,Vulzar,,magnate,,,,,,true,1
7,1175,flood,7,the Pallowmere Haven Flood,,,,,,,,,
8,1200,refinery_founded,11,,,,,,,,,,
8,1200,drought,0,the Drought of 1200,,,,,,,,,
8,1200,flood,7,the Pallowmere Haven Flood,,,,,,,,,
8,1200,quake,6,the Tholl Quake,,,,,,,,,
9,1225,settlement_abandoned,6,,,,,,,,,,
9,1225,succession,,Ulverby,,crown,,,,,,false,2
9,1225,drought,0,the Drought of 1225,,,,,,,,,
9,1225,flood,7,the Pallowmere Haven Flood,,,,,,,,,
9,1225,quake,6,the Tholl Quake,,,,,,,,,
9,1225,discovery,9,the Dhozzurtash Find,,,,,,,,,
10,1250,succession,,Amine,,temple,,,,,,true,3
10,1250,quake,6,the Tholl Quake,,,,,,,,,
