epoch,year,type,region_id,name,outcome,faction,measure,winner,ceded,tribute,occupied,contested,ruler
1,1025,embargo,8,,,,,,,,,,
1,1025,settlement_abandoned,1,,,,,,,,,,
1,1025,settlement_abandoned,2,,,,,,,,,,
1,1025,settlement_abandoned,6,,,,,,,,,,
1,1025,settlement_abandoned,7,,,,,,,,,,
1,1025,settlement_abandoned,8,,,,,,,,,,
1,1025,settlement_abandoned,10,,,,,,,,,,
1,1025,settlement_abandoned,11,,,,,,,,,,
1,1025,blight_plague,5,the Long Cough of 1025,,,,,,,,,
2,1050,drought,4,the Drought of 1050,,,,,,,,,
3,1075,settlement_abandoned,4,,,,,,,,,,
3,1075,war,5,the Asellby War,,crown|magnate,,,,,,,
3,1075,succession,,Thare,,temple,,,,,,false,1
3,1075,succession,,Skorgrolvek,,magnate,,,,,,true,1
3,1075,drought,5,the Drought of 1075,,,,,,,,,
3,1075,discovery,3,the Ramwill Reach Find,,,,,,,,,
3,1075,consecration,5,,,,,,,,,,
4,1100,succession,,Bravere,,crown,,,,,,false,1
4,1100,treaty,5,the Peace of Asellby,,crown|magnate,,crown,0,0,,,
4,1100,discovery,3,the Ramwill Reach Find,,,,,,,,,
5,1125,refinery_collapse,5,,,,,,,,,,
5,1125,flood,3,the Ramwill Reach Flood,,,,,,,,,
5,1125,storm,5,the Great Storm of 1125,,,,,,,,,
6,1150,concession,3,,,,,,,,,,
6,1150,settlement_founded,6,,,,,,,,,,
6,1150,settlement_founded,8,,,,,,,,,,
6,1150,settlement_founded,11,,,,,,,,,,
6,1150,annexation,8,the Landing at Thurgathurn,,,,,,,4,,
6,1150,succession,,Vathrek,,magnate,,,,,,false,2
6,1150,storm,5,the Great Storm of 1150,,,,,,,,,
6,1150,discovery,3,the Ramwill Reach Find,,,,,,,,,
7,1175,refinery_founded,8,,,,,,,,,,
7,1175,succession,,Lasellmoor,,crown,,,,,,true,2
7,1175,drought,5,the Drought of 1175,,,,,,,,,
8,1200,succession,,Corisonne,,temple,,,,,,true,2
8,1200,flood,3,the Ramwill Reach Flood,,,,,,,,,
8,1200,storm,5,the Great Storm of 1200,,,,,,,,,
9,1225,discovery,3,the Ramwill Reach Find,,,,,,,,,
10,1250,succession,,Kravzeth,,magnate,,,,,,true,3
10,1250,drought,5,the Drought of 1250,,,,,,,,,
10,1250,flood,3,the Ramwill Reach Flood,,,,,,,,,
10,1250,discovery,3,the Ramwill Reach Find,,,,,,,,,
